Strain1,Strain2,Distance
A/HAWAII/08/2006,A/BRISBANE/10/2007,0.707106781

A/HAWAII/08/2006,A/BRISBANE/10/2007_X_PR8_IVR-147,2

A/HAWAII/08/2006,A/BRISBANE/10/2007_X-171A,2

A/HAWAII/08/2006,A/BRISBANE/09/2006,1.414213562

A/HAWAII/08/2006,A/NEPAL/921/2006,2

A/HAWAII/08/2006,A/HENAN/JINSHUI147/2007,2.828427125

A/BRISBANE/10/2007,A/BRISBANE/10/2007_X_PR8_IVR-147,1

A/BRISBANE/10/2007,A/BRISBANE/10/2007_X-171A,1

A/BRISBANE/10/2007,A/BRISBANE/09/2006,1

A/BRISBANE/10/2007,A/NEPAL/921/2006,1.414213562

A/BRISBANE/10/2007,A/HENAN/JINSHUI147/2007,1.414213562

A/BRISBANE/10/2007_X_PR8_IVR-147,A/BRISBANE/10/2007_X-171A,2

A/BRISBANE/10/2007_X_PR8_IVR-147,A/BRISBANE/09/2006,2.828427125

A/BRISBANE/10/2007_X_PR8_IVR-147,A/NEPAL/921/2006,2

A/BRISBANE/10/2007_X_PR8_IVR-147,A/HENAN/JINSHUI147/2007,2

A/BRISBANE/10/2007_X-171A,A/BRISBANE/09/2006,1.414213562

A/BRISBANE/09/2006,A/NEPAL/921/2006,1.414213562

A/BRISBANE/09/2006,A/HENAN/JINSHUI147/2007,2

A/Perth/16/2009,A/South_Africa/4655/2013,16

A/Perth/16/2009,A/Stockholm/6/2014_SIAT1/SIAT3,16

A/Perth/16/2009,A/Norway/466/2014,11.3137085

A/Victoria/361/2011,A/South_Africa/4655/2013,4

A/Victoria/361/2011,A/Stockholm/6/2014_SIAT1/SIAT3,4

A/Victoria/361/2011,A/Norway/466/2014,2.828427125

A/Texas/50/2012,A/South_Africa/4655/2013,5.656854249

A/Texas/50/2012,A/Stockholm/6/2014_SIAT1/SIAT3,11.3137085

A/Texas/50/2012,A/Norway/466/2014,8

A/Samara/73/2013,A/South_Africa/4655/2013,2.828427125

A/Samara/73/2013,A/Stockholm/6/2014_SIAT1/SIAT3,2

A/Samara/73/2013,A/Norway/466/2014,1.414213562

A/Hong_Kong/146/2013,A/South_Africa/4655/2013,5.656854249

A/Hong_Kong/146/2013,A/Stockholm/6/2014_SIAT1/SIAT3,8

A/Hong_Kong/146/2013,A/Norway/466/2014,8

A/South_Africa/4655/2013,A/Stockholm/6/2014_SIAT1/SIAT3,5.656854249

A/South_Africa/4655/2013,A/Stockholm/6/2014_E4/E1_isolate_2,8

A/South_Africa/4655/2013,A/Norway/466/2014,4

A/South_Africa/4655/2013,A/Switzerland/9715293/2013_SIAT1/SIAT3,5.656854249

A/South_Africa/4655/2013,A/Switzerland/9715293/2013_E4/E1_clone_123,22.627417

A/Stockholm/6/2014_SIAT1/SIAT3,A/Stockholm/6/2014_E4/E1_isolate_2,2

A/Stockholm/6/2014_SIAT1/SIAT3,A/Norway/466/2014,1

A/Stockholm/6/2014_SIAT1/SIAT3,A/Switzerland/9715293/2013_SIAT1/SIAT3,1

A/Stockholm/6/2014_SIAT1/SIAT3,A/Switzerland/9715293/2013_E4/E1_clone_123,4

A/Stockholm/6/2014_E4/E1_isolate_2,A/Norway/466/2014,1.414213562

A/Norway/466/2014,A/Switzerland/9715293/2013_SIAT1/SIAT3,1

A/Norway/466/2014,A/Switzerland/9715293/2013_E4/E1_clone_123,2

A/Texas/50/2012,A/Stockholm/6/2014_isolate,2

A/Texas/50/2012,A/Switzerland/9715293/2013_clone,4

A/Texas/50/2012,A/Hong_Kong/4801/2014_isolate,16

A/Samara/73/2013,A/Stockholm/6/2014_isolate,1.414213562

A/Samara/73/2013,A/Switzerland/9715293/2013_clone,2.828427125

A/Samara/73/2013,A/Hong_Kong/4801/2014_isolate,2.828427125

A/Stockholm/6/2014,A/Stockholm/6/2014_isolate,2

A/Stockholm/6/2014,A/Switzerland/9715293/2013_clone,5.656854249

A/Stockholm/6/2014,A/Hong_Kong/4801/2014_isolate,2.828427125

A/Stockholm/6/2014_isolate,A/Switzerland/9715293/2013,1.414213562

A/Stockholm/6/2014_isolate,A/Switzerland/9715293/2013_clone,1

A/Stockholm/6/2014_isolate,A/Netherlands/525/2014,4

A/Stockholm/6/2014_isolate,A/Hong_Kong/146/2013,2.828427125

A/Stockholm/6/2014_isolate,A/Hong_Kong/5738/2014,2

A/Stockholm/6/2014_isolate,A/Hong_Kong/4801/2014,1

A/Stockholm/6/2014_isolate,A/Hong_Kong/4801/2014_isolate,4

A/Stockholm/6/2014_isolate,A/Georgia/532/2015,5.656854249

A/Switzerland/9715293/2013,A/Switzerland/9715293/2013_clone,5.656854249

A/Switzerland/9715293/2013,A/Hong_Kong/4801/2014_isolate,2

A/Switzerland/9715293/2013_clone,A/Netherlands/525/2014,11.3137085

A/Switzerland/9715293/2013_clone,A/Hong_Kong/146/2013,5.656854249

A/Switzerland/9715293/2013_clone,A/Hong_Kong/5738/2014,2.828427125

A/Switzerland/9715293/2013_clone,A/Hong_Kong/4801/2014,4

A/Switzerland/9715293/2013_clone,A/Hong_Kong/4801/2014_isolate,11.3137085

A/Switzerland/9715293/2013_clone,A/Georgia/532/2015,11.3137085

A/Netherlands/525/2014,A/Hong_Kong/4801/2014_isolate,5.656854249

A/Hong_Kong/146/2013,A/Hong_Kong/4801/2014_isolate,2.828427125

A/Hong_Kong/5738/2014,A/Hong_Kong/4801/2014_isolate,1

A/Hong_Kong/4801/2014,A/Hong_Kong/4801/2014_isolate,0.707106781

A/Hong_Kong/4801/2014_isolate,A/Georgia/532/2015,1.414213562

A/Stockholm/6/2014,A/Norway/4849/2016,8

A/Stockholm/6/2014,A/Greece/4/2017,8

A/Switzerland/9715293/2013,A/Norway/4849/2016,5.656854249

A/Switzerland/9715293/2013,A/Greece/4/2017,5.656854249

A/Norway/4849/2016,A/Greece/4/2017,2

A/Hong_Kong/4801/2014,A/Bretagne/1413/2017,2

A/Perth/16/2009,A/New_York/39/2012_E4/E1,4

A/Perth/16/2009,A/New_York/39/2012_C2/SIAT3,5.656854249

A/Stockholm/18/2011,A/New_York/39/2012_E4/E1,2.828427125

A/Stockholm/18/2011,A/New_York/39/2012_C2/SIAT3,2

A/Iowa/19/2010,A/New_York/39/2012_E4/E1,1.414213562

A/Iowa/19/2010,A/New_York/39/2012_C2/SIAT3,2.828427125

A/Victoria/361/2011,A/New_York/39/2012_E4/E1,1.414213562

A/Victoria/361/2011,A/New_York/39/2012_C2/SIAT3,1.414213562

A/Athens/112/2012,A/New_York/39/2012_E4/E1,1

A/Athens/112/2012,A/New_York/39/2012_C2/SIAT3,1.414213562

A/Texas/50/2012,A/New_York/39/2012_E4/E1,1.414213562

A/Texas/50/2012,A/New_York/39/2012_C2/SIAT3,1.414213562

A/Samara/73/2013,A/New_York/39/2012_E4/E1,1.414213562

A/Samara/73/2013,A/New_York/39/2012_C2/SIAT3,1

A/Serbia/NS-210/2013,A/New_York/39/2012_E4/E1,1.414213562

A/Serbia/NS-210/2013,A/New_York/39/2012_C2/SIAT3,1

A/Hong_Kong/146/2013,A/New_York/39/2012_E4/E1,1.414213562

A/Hong_Kong/146/2013,A/New_York/39/2012_C2/SIAT3,1.414213562

NIB-85_(A/Almaty/2958/2013),A/New_York/39/2012_E4/E1,2

NIB-85_(A/Almaty/2958/2013),A/New_York/39/2012_C2/SIAT3,1.414213562

A/New_York/39/2012_E4/E1,A/New_York/39/2012_C2/SIAT3,1

A/Hong_kong/1/1968,A/England/878/1969,2.972852885

A/Hong_kong/1/1968,A/England/42/1972,6.531972647

A/Hong_kong/1/1968,A/Port_chalmers/1/1973,16

A/Hong_kong/1/1968,A/Victoria/3/1975,43.3137085

A/Hong_kong/1/1968,A/Texas/1/1977,32

A/Hong_kong/1/1968,A/Bangkok/1/1979,32

A/Hong_kong/1/1968,A/Philippines/2/1982,43.3137085

A/Hong_kong/1/1968,A/Mississippi/1/1985,32

A/Hong_kong/1/1968,A/Shanghai/11/1987,22.627417

A/Hong_kong/1/1968,A/Beijing/352/1989,45.254834

A/Hong_kong/1/1968,A/Beijing/32/1992,22.627417

A/Hong_kong/1/1968,A/Johannesburg/33/1994,22.627417

A/Hong_kong/1/1968,A/Wuhan/359/1995,32

A/Hong_kong/1/1968,A/Sydney/5/1997,45.254834

A/England/878/1969,A/England/42/1972,6.531972647

A/Hong_kong/107/1971,A/England/42/1972,19.59591794

A/Hong_kong/107/1971,A/Port_chalmers/1/1973,13.85640646

A/Hong_kong/107/1971,A/England/864/1975,33.9411255

A/Hong_kong/107/1971,A/Singapore/4/1975,19.59591794

A/Hong_kong/107/1971,A/Tokyo/1/1975,19.59591794

A/Hong_kong/107/1971,A/Victoria/3/1975,27.71281292

A/Hong_kong/107/1971,A/Allegheny_county/29/1976,27.71281292

A/Hong_kong/107/1971,A/Victoria/112/1976,55.42562584

A/Hong_kong/107/1971,A/Bangkok/2/1979,55.42562584

A/Hong_kong/107/1971,A/Bangkok/1/1979,33.9411255

A/Hong_kong/107/1971,A/Shanghai/31/1980,39.19183588

A/Hongkong/107/1971,A/England/42/1972,27.71

A/Hongkong/107/1971,A/Port_chalmers/1/1973,19.6

A/Hongkong/107/1971,A/England/864/1975,48

A/Hongkong/107/1971,A/Mayoclinic/1/1975,39.19

A/Hongkong/107/1971,A/Tokyo/1/1975,39.19

A/Hongkong/107/1971,A/Victoria/3/1975,55.43

A/Hongkong/107/1971,A/Allegheny_county/29/1976,39.19

A/Hongkong/107/1971,A/Victoria/112/1976,110.85

A/Hongkong/107/1971,A/Bangkok/2/1979,110.85

A/Hongkong/107/1971,A/Bangkok/1/1979,67.88

A/England/42/1972,A/Port_chalmers/1/1973,3.414213562

A/England/42/1972,A/England/864/1975,117.5768359

A/England/42/1972,A/Mayoclinic/1/1975,26.13

A/England/42/1972,A/Singapore/4/1975,22.627417

A/England/42/1972,A/Tokyo/1/1975,72

A/England/42/1972,A/Victoria/3/1975,16

A/England/42/1972,A/Allegheny_county/29/1976,4.414213562

A/England/42/1972,A/Victoria/112/1976,51.3137085

A/England/42/1972,A/Texas/1/1977,43.3137085

A/England/42/1972,A/Bangkok/2/1979,135.764834

A/England/42/1972,A/Bangkok/1/1979,58.70326071

A/England/42/1972,A/Shanghai/31/1980,64

A/England/42/1972,A/Philippines/2/1982,53.254834

A/England/42/1972,A/Mississippi/1/1985,22.627417

A/England/42/1972,A/Shanghai/11/1987,16

A/England/42/1972,A/Beijing/352/1989,32

A/England/42/1972,A/Beijing/32/1992,16

A/England/42/1972,A/Johannesburg/33/1994,16

A/England/42/1972,A/Wuhan/359/1995,22.627417

A/England/42/1972,A/Sydney/5/1997,32

A/Port_chalmers/1/1973,A/England/864/1975,23.65295897

A/Port_chalmers/1/1973,A/Mayoclinic/1/1975,8

A/Port_chalmers/1/1973,A/Singapore/4/1975,4.38178046

A/Port_chalmers/1/1973,A/Tokyo/1/1975,36

A/Port_chalmers/1/1973,A/Victoria/3/1975,16

A/Port_chalmers/1/1973,A/Allegheny_county/29/1976,18.97185425

A/Port_chalmers/1/1973,A/Victoria/112/1976,29.00697265

A/Port_chalmers/1/1973,A/Texas/1/1977,22.627417

A/Port_chalmers/1/1973,A/Bangkok/2/1979,67.882417

A/Port_chalmers/1/1973,A/Bangkok/1/1979,41.57140646

A/Port_chalmers/1/1973,A/Shanghai/31/1980,32

A/Port_chalmers/1/1973,A/Philippines/2/1982,45.254834

A/England/864/1975,A/Allegheny_county/29/1976,27.3137085

A/England/864/1975,A/Victoria/112/1976,4.619401077

A/England/864/1975,A/Bangkok/2/1979,19.59795897

A/England/864/1975,A/Bangkok/1/1979,6.929101615

A/England/864/1975,A/Shanghai/31/1980,13.85640646

A/Mayoclinic/1/1975,A/England/864/1975,45.25

A/Mayoclinic/1/1975,A/Victoria/3/1975,9.24

A/Mayoclinic/1/1975,A/Allegheny_county/29/1976,32

A/Mayoclinic/1/1975,A/Victoria/112/1976,90.51

A/Mayoclinic/1/1975,A/Bangkok/2/1979,90.51

A/Mayoclinic/1/1975,A/Bangkok/1/1979,55.43

A/Singapore/4/1975,A/England/864/1975,12

A/Singapore/4/1975,A/Tokyo/1/1975,27.71281292

A/Singapore/4/1975,A/Victoria/3/1975,16

A/Singapore/4/1975,A/Allegheny_county/29/1976,16

A/Singapore/4/1975,A/Victoria/112/1976,32

A/Singapore/4/1975,A/Bangkok/2/1979,78.38367177

A/Singapore/4/1975,A/Bangkok/1/1979,48

A/Singapore/4/1975,A/Shanghai/31/1980,45.254834

A/Tokyo/1/1975,A/England/864/1975,58.78591794

A/Tokyo/1/1975,A/Mayoclinic/1/1975,32

A/Tokyo/1/1975,A/Victoria/3/1975,9.897640687

A/Tokyo/1/1975,A/Allegheny_county/29/1976,39.59556275

A/Tokyo/1/1975,A/Victoria/112/1976,23.3406564

A/Tokyo/1/1975,A/Texas/1/1977,90.50966799

A/Tokyo/1/1975,A/Bangkok/2/1979,67.882417

A/Tokyo/1/1975,A/Bangkok/1/1979,33.45140646

A/Tokyo/1/1975,A/Shanghai/31/1980,32

A/Victoria/3/1975,A/England/864/1975,27.71140646

A/Victoria/3/1975,A/Allegheny_county/29/1976,2.123511302

A/Victoria/3/1975,A/Victoria/112/1976,5.658427125

A/Victoria/3/1975,A/Texas/1/1977,19.3137085

A/Victoria/3/1975,A/Bangkok/2/1979,96

A/Victoria/3/1975,A/Bangkok/1/1979,54.64481322

A/Victoria/3/1975,A/Shanghai/31/1980,45.254834

A/Victoria/3/1975,A/Philippines/2/1982,24

A/Victoria/3/1975,A/Mississippi/1/1985,22.627417

A/Victoria/3/1975,A/Shanghai/11/1987,16

A/Victoria/3/1975,A/Beijing/352/1989,32

A/Victoria/3/1975,A/Beijing/32/1992,16

A/Victoria/3/1975,A/Johannesburg/33/1994,16

A/Victoria/3/1975,A/Wuhan/359/1995,22.627417

A/Victoria/3/1975,A/Sydney/5/1997,32

A/Allegheny_county/29/1976,A/Victoria/112/1976,8.343614639

A/Allegheny_county/29/1976,A/Texas/1/1977,16

A/Allegheny_county/29/1976,A/Bangkok/2/1979,63.07789059

A/Allegheny_county/29/1976,A/Bangkok/1/1979,58.78591794

A/Allegheny_county/29/1976,A/Shanghai/31/1980,45.254834

A/Victoria/112/1976,A/Texas/1/1977,5.656854249

A/Victoria/112/1976,A/Bangkok/2/1979,32

A/Victoria/112/1976,A/Bangkok/1/1979,27.71140646

A/Victoria/112/1976,A/Shanghai/31/1980,32

A/Texas/1/1977,A/Bangkok/2/1979,13.65685425

A/Texas/1/1977,A/Bangkok/1/1979,5.656854249

A/Texas/1/1977,A/Oregon/4/1980,2

A/Texas/1/1977,A/Shanghai/31/1980,12

A/Texas/1/1977,A/Belgium/2/1981,2.414213562

A/Texas/1/1977,A/Philippines/2/1982,5.656854249

A/Texas/1/1977,A/Caen/1/1984,4

A/Texas/1/1977,A/Mississippi/1/1985,32

A/Texas/1/1977,A/Shanghai/11/1987,22.627417

A/Texas/1/1977,A/Beijing/352/1989,45.254834

A/Texas/1/1977,A/Beijing/32/1992,22.627417

A/Texas/1/1977,A/Johannesburg/33/1994,22.627417

A/Texas/1/1977,A/Wuhan/359/1995,32

A/Texas/1/1977,A/Sydney/5/1997,45.254834

A/Bangkok/2/1979,A/Shanghai/31/1980,22.627417

A/Bangkok/1/1979,A/Bangkok/2/1979,9.238802154

A/Bangkok/1/1979,A/Shanghai/31/1980,1.414213562

A/Bangkok/1/1979,A/Belgium/2/1981,2

A/Bangkok/1/1979,A/Philippines/2/1982,8.655

A/Bangkok/1/1979,A/Caen/1/1984,11.3137085

A/Bangkok/1/1979,A/Mississippi/1/1985,9.901067812

A/Bangkok/1/1979,A/Leningrad/360/1986,11.31185425

A/Bangkok/1/1979,A/Shanghai/11/1987,50.82842712

A/Bangkok/1/1979,A/Sichuan/2/1987,45.252417

A/Bangkok/1/1979,A/Sydney/1/1987,32

A/Bangkok/1/1979,A/Victoria/7/1987,16

A/Bangkok/1/1979,A/Beijing/352/1989,45.254834

A/Bangkok/1/1979,A/Beijing/32/1992,22.627417

A/Bangkok/1/1979,A/Johannesburg/33/1994,22.627417

A/Bangkok/1/1979,A/Wuhan/359/1995,32

A/Bangkok/1/1979,A/Sydney/5/1997,45.254834

A/Oregon/4/1980,A/Bangkok/2/1979,5.656854249

A/Oregon/4/1980,A/Bangkok/1/1979,2

A/Oregon/4/1980,A/Shanghai/31/1980,4

A/Belgium/2/1981,A/Philippines/2/1982,2.707106781

A/Belgium/2/1981,A/Caen/1/1984,11.3137085

A/Philippines/2/1982,A/Caen/1/1984,4.828427125

A/Philippines/2/1982,A/Christchurch/4/1985,5.656854249

A/Philippines/2/1982,A/Mississippi/1/1985,2

A/Philippines/2/1982,A/Wellington/4/1985,2.828427125

A/Philippines/2/1982,A/Leningrad/360/1986,2.829213562

A/Philippines/2/1982,A/Shanghai/11/1987,25.41421356

A/Philippines/2/1982,A/Sichuan/2/1987,45.252417

A/Philippines/2/1982,A/Sydney/1/1987,11.31185425

A/Philippines/2/1982,A/Victoria/7/1987,16

A/Philippines/2/1982,A/Beijing/352/1989,22.627417

A/Philippines/2/1982,A/Beijing/32/1992,16

A/Philippines/2/1982,A/Johannesburg/33/1994,16

A/Philippines/2/1982,A/Wuhan/359/1995,22.627417

A/Philippines/2/1982,A/Sydney/5/1997,32

A/Caen/1/1984,A/Christchurch/4/1985,4

A/Caen/1/1984,A/Mississippi/1/1985,2.828427125

A/Caen/1/1984,A/Wellington/4/1985,4

A/Christchurch/4/1985,A/Mississippi/1/1985,2.828427125

A/Christchurch/4/1985,A/Wellington/4/1985,2

A/Mississippi/1/1985,A/Leningrad/360/1986,2

A/Mississippi/1/1985,A/Shanghai/11/1987,5.828427125

A/Mississippi/1/1985,A/Sichuan/2/1987,5.658427125

A/Mississippi/1/1985,A/Sydney/1/1987,1.412106781

A/Mississippi/1/1985,A/Victoria/7/1987,5.658427125

A/Mississippi/1/1985,A/Beijing/352/1989,32

A/Mississippi/1/1985,A/Beijing/32/1992,22.627417

A/Mississippi/1/1985,A/Johannesburg/33/1994,22.627417

A/Mississippi/1/1985,A/Wuhan/359/1995,32

A/Mississippi/1/1985,A/Sydney/5/1997,45.254834

A/Wellington/4/1985,A/Mississippi/1/1985,2

A/Leningrad/360/1986,A/Shanghai/11/1987,2

A/Leningrad/360/1986,A/Sichuan/2/1987,5.658427125

A/Leningrad/360/1986,A/Sydney/1/1987,2

A/Leningrad/360/1986,A/Victoria/7/1987,5.658427125

A/Shanghai/11/1987,A/Sydney/1/1987,2

A/Shanghai/11/1987,A/England/427/1988,1.885618083

A/Shanghai/11/1987,A/Beijing/353/1989,7.542472333

A/Shanghai/11/1987,A/Beijing/352/1989,16

A/Shanghai/11/1987,A/Guandong/39/1989,3.464101615

A/Shanghai/11/1987,A/Guizhou/54/1989,2.666666667

A/Shanghai/11/1987,A/Beijing/32/1992,16

A/Shanghai/11/1987,A/Johannesburg/33/1994,16

A/Shanghai/11/1987,A/Wuhan/359/1995,22.627417

A/Shanghai/11/1987,A/Sydney/5/1997,32

A/Sichuan/2/1987,A/Shanghai/11/1987,2.829213562

A/Sichuan/2/1987,A/Sydney/1/1987,1.412106781

A/Victoria/7/1987,A/Shanghai/11/1987,5.658427125

A/Victoria/7/1987,A/Sichuan/2/1987,5.658427125

A/Victoria/7/1987,A/Sydney/1/1987,4

A/England/427/1988,A/Beijing/353/1989,5.656854249

A/England/427/1988,A/Guandong/39/1989,2

A/England/427/1988,A/Guizhou/54/1989,1.632993162

A/England/427/1988,A/Shanghai/16/1989,2.828427125

A/England/427/1988,A/Shanghai/24/1990,11.3137085

A/England/427/1988,A/England/261/1991,2.828427125

A/England/427/1988,A/Washington/15/1991,16

A/Beijing/352/1989,A/Beijing/32/1992,22.627417

A/Beijing/352/1989,A/Johannesburg/33/1994,32

A/Beijing/352/1989,A/Wuhan/359/1995,45.254834

A/Beijing/352/1989,A/Sydney/5/1997,64

A/Beijing/353/1989,A/Hong_kong/34/1990,16.48528137

A/Beijing/353/1989,A/Shanghai/24/1990,2.828427125

A/Beijing/353/1989,A/England/261/1991,1.414213562

A/Beijing/353/1989,A/Washington/15/1991,4.828427125

A/Beijing/353/1989,A/Beijing/32/1992,22.6287085

A/Beijing/353/1989,A/Hong_kong/23/1992,22.6287085

A/Beijing/353/1989,A/Guangdong/25/1993,54.627417

A/Beijing/353/1989,A/Madrid/252/1993,11.31185425

A/Beijing/353/1989,A/Scotland/160/1993,22.6287085

A/Beijing/353/1989,A/Scotland/142/1993,32

A/Beijing/353/1989,A/Shangdong/9/1993,32

A/Beijing/353/1989,A/Hong_kong/1/1994,32

A/Guandong/39/1989,A/Beijing/353/1989,13.06394529

A/Guizhou/54/1989,A/Beijing/353/1989,22.627417

A/Guizhou/54/1989,A/Guandong/39/1989,1.414213562

A/Shanghai/16/1989,A/Beijing/353/1989,5.656854249

A/Shanghai/16/1989,A/Shanghai/24/1990,4

A/Hong_kong/34/1990,A/Washington/15/1991,11.3137085

A/Hong_kong/34/1990,A/Beijing/32/1992,2.058553391

A/Hong_kong/34/1990,A/Hong_kong/23/1992,5.658427125

A/Hong_kong/34/1990,A/Guangdong/25/1993,48

A/Hong_kong/34/1990,A/Madrid/252/1993,48

A/Hong_kong/34/1990,A/Scotland/160/1993,11.31185425

A/Hong_kong/34/1990,A/Scotland/142/1993,5.658427125

A/Hong_kong/34/1990,A/Shangdong/9/1993,5.658427125

A/Hong_kong/34/1990,A/Hong_kong/1/1994,38.625

A/England/261/1991,A/Washington/15/1991,2

A/Washington/15/1991,A/Beijing/32/1992,8

A/Beijing/32/1992,A/Hong_kong/23/1992,3

A/Beijing/32/1992,A/Guangdong/25/1993,22.6287085

A/Beijing/32/1992,A/Madrid/252/1993,27.3137085

A/Beijing/32/1992,A/Scotland/160/1993,5.658427125

A/Beijing/32/1992,A/Scotland/142/1993,5.658427125

A/Beijing/32/1992,A/Shangdong/9/1993,2

A/Beijing/32/1992,A/Hong_kong/1/1994,8

A/Beijing/32/1992,A/Johannesburg/33/1994,8

A/Beijing/32/1992,A/Wuhan/359/1995,22.627417

A/Beijing/32/1992,A/Sydney/5/1997,32

A/Hong_kong/23/1992,A/Guangdong/25/1993,5.658427125

A/Hong_kong/23/1992,A/Madrid/252/1993,22.6287085

A/Hong_kong/23/1992,A/Scotland/160/1993,2.829213562

A/Hong_kong/23/1992,A/Scotland/142/1993,2

A/Hong_kong/23/1992,A/Shangdong/9/1993,1.707106781

A/Hong_kong/23/1992,A/Hong_kong/1/1994,2.829213562

A/Guangdong/25/1993,A/Johannesburg/33/1994,1

A/Madrid/252/1993,A/Guangdong/25/1993,11.31185425

A/Scotland/160/1993,A/Guangdong/25/1993,2

A/Scotland/160/1993,A/Madrid/252/1993,8

A/Scotland/160/1993,A/Scotland/142/1993,4

A/Scotland/160/1993,A/Hong_kong/1/1994,2

A/Scotland/142/1993,A/Guangdong/25/1993,11.31185425

A/Scotland/142/1993,A/Madrid/252/1993,22.6287085

A/Shangdong/9/1993,A/Guangdong/25/1993,7.069213562

A/Shangdong/9/1993,A/Madrid/252/1993,16

A/Shangdong/9/1993,A/Scotland/160/1993,4

A/Shangdong/9/1993,A/Scotland/142/1993,2

A/Shangdong/9/1993,A/Hong_kong/1/1994,4

A/Shangdong/9/1993,A/Johannesburg/33/1994,5.656854249

A/Hong_kong/1/1994,A/Guangdong/25/1993,2

A/Hong_kong/1/1994,A/Madrid/252/1993,5.658427125

A/Hong_kong/1/1994,A/Scotland/142/1993,5.658427125

A/Johannesburg/33/1994,A/Alaska/10/1995,4.828427125

A/Johannesburg/33/1994,A/Nanchang/933/1995,24

A/Johannesburg/33/1994,A/Wuhan/359/1995,19.315

A/Johannesburg/33/1994,A/Auckland/5/1996,32

A/Johannesburg/33/1994,A/Fujian/47/1996,22.63

A/Johannesburg/33/1994,A/New_york/37/1996,11.31

A/Johannesburg/33/1994,A/Southafrica/1147/1996,16

A/Johannesburg/33/1994,A/Sydney/5/1997,32

A/Alaska/10/1995,A/Nanchang/933/1995,2.83

A/Alaska/10/1995,A/Wuhan/359/1995,2.414213562

A/Alaska/10/1995,A/Auckland/5/1996,2

A/Alaska/10/1995,A/Fujian/47/1996,2

A/Alaska/10/1995,A/New_york/37/1996,2

A/Alaska/10/1995,A/Southafrica/1147/1996,2

A/Nanchang/933/1995,A/Auckland/5/1996,1

A/Nanchang/933/1995,A/Fujian/47/1996,1.41

A/Nanchang/933/1995,A/New_york/37/1996,1.41

A/Nanchang/933/1995,A/Southafrica/1147/1996,1

A/Nanchang/933/1995,A/Sydney/5/1997,19.41421356

A/Nanchang/933/1995,A/Cnic/149/1998,4

A/Nanchang/933/1995,A/Ireland/10586/1999,64

A/Nanchang/933/1995,A/Moscow/10/1999,16.97185425

A/Nanchang/933/1995,A/Panama/2007/1999,22.63

A/Wuhan/359/1995,A/Nanchang/933/1995,1.103553391

A/Wuhan/359/1995,A/Auckland/5/1996,0.5

A/Wuhan/359/1995,A/Fujian/47/1996,1.41

A/Wuhan/359/1995,A/New_york/37/1996,1

A/Wuhan/359/1995,A/Southafrica/1147/1996,2

A/Wuhan/359/1995,A/Sydney/5/1997,13.65685425

A/Auckland/5/1996,A/Fujian/47/1996,1

A/Auckland/5/1996,A/New_york/37/1996,1

A/Fujian/47/1996,A/New_york/37/1996,2

A/Southafrica/1147/1996,A/Auckland/5/1996,1

A/Southafrica/1147/1996,A/Fujian/47/1996,2.83

A/Southafrica/1147/1996,A/New_york/37/1996,2

A/Sydney/5/1997,A/Ireland/10586/1999,1.41

A/Sydney/5/1997,A/Moscow/10/1999,1.705

A/Sydney/5/1997,A/Panama/2007/1999,2.119213562

A/Sydney/5/1997,A/Fujian/140/2000,4

A/Sydney/5/1997,A/Chile/6416/2001,2.828427125

A/Sydney/5/1997,A/New_york/55/2001,2

A/Sydney/5/1997,A/Fujian/411/2002,16

A/Sydney/5/1997,A/Hong_kong/1550/2002,1.414213562

A/Cnic/149/1998,A/Moscow/10/1999,1.414213562

A/Ireland/10586/1999,A/Moscow/10/1999,1

A/Ireland/10586/1999,A/Panama/2007/1999,1

A/Moscow/10/1999,A/Panama/2007/1999,1.5

A/Moscow/10/1999,A/Fujian/140/2000,8

A/Moscow/10/1999,A/Chile/6416/2001,2

A/Moscow/10/1999,A/New_york/55/2001,2.414213562

A/Moscow/10/1999,A/Fujian/411/2002,13.65685425

A/Moscow/10/1999,A/Hong_kong/1550/2002,2

A/Panama/2007/1999,A/Fujian/140/2000,2.414213562

A/Panama/2007/1999,A/Chile/6416/2001,2

A/Panama/2007/1999,A/New_york/55/2001,1.412106781

A/Panama/2007/1999,A/Fujian/411/2002,10

A/Panama/2007/1999,A/Hong_kong/1550/2002,1.412106781

A/Panama/2007/1999,A/Korea/770/2002,9.656854249

A/Panama/2007/1999,A/Kumamoto/102/2002,5.66

A/Panama/2007/1999,A/Christchurch/28/2003,10.83

