Strain1,Strain2,Distance
A/FLORIDA/13/07,A/SOUTH_DAKOTA/06/2007,1.41421356237
A/FLORIDA/13/07,A/TAIWAN/1/86,256.0
A/FLORIDA/13/07,A/TEXAS/36/91,256.0
A/FLORIDA/13/07,A/VICTORIA/500/2006,256.0
A/FLORIDA/13/07,A/VIRGINIA/01/2006,256.0
A/FLORIDA/13/07,A/CHILE/4795/2000,256.0
A/FLORIDA/13/07,A/FUJIAN/156/2000,256.0
A/FLORIDA/13/07,A/HONG_KONG/1870/2008,256.0
A/FLORIDA/13/07,A/MALAYSIA/100/2006,256.0
A/FLORIDA/13/07,A/MOSCOW/13/98,256.0
A/FLORIDA/13/07,A/NEIMENGGU/52/2002,256.0
A/FUKUSHIMA/141/2006,A/JIANGXI/160/2005,256.0
A/FUKUSHIMA/141/2006,A/JOHANNESBURG/82/96,256.0
A/FUKUSHIMA/141/2006,A/KENTUCKY/01/2005,256.0
A/FUKUSHIMA/141/2006,A/KENTUCKY/02/2006,256.0
A/FUKUSHIMA/141/2006,A/NEW_CALEDONIA/9/2004,5.65685424949
A/FUKUSHIMA/141/2006,A/NEW_CALEDONIA/20/1999,5.65685424949
A/FUKUSHIMA/141/2006,A/PHILIPPINES/673/2006,2.82842712475
A/FUKUSHIMA/141/2006,A/SHENZHEN/227/95,256.0
A/FUKUSHIMA/141/2006,A/SICHUAN/4/88,256.0
A/FUKUSHIMA/141/2006,A/SINGAPORE/6/86,256.0
A/FUKUSHIMA/141/2006,A/SINGAPORE/14/2004,11.313708499
A/FUKUSHIMA/141/2006,A/SOUTH_DAKOTA/06/2007,1.41421356237
A/FUKUSHIMA/141/2006,A/TAIWAN/1/86,256.0
A/FUKUSHIMA/141/2006,A/TEXAS/36/91,256.0
A/FUKUSHIMA/141/2006,A/VICTORIA/500/2006,16.0
A/FUKUSHIMA/141/2006,A/VIRGINIA/01/2006,256.0
A/FUKUSHIMA/141/2006,A/CHILE/4795/2000,256.0
A/FUKUSHIMA/141/2006,A/FUJIAN/156/2000,256.0
A/FUKUSHIMA/141/2006,A/HONG_KONG/1870/2008,256.0
A/FUKUSHIMA/141/2006,A/MALAYSIA/100/2006,16.0
A/FUKUSHIMA/141/2006,A/MOSCOW/13/98,256.0
A/FUKUSHIMA/141/2006,A/NEIMENGGU/52/2002,256.0
A/HONG_KONG/2652/2006,A/JIANGXI/160/2005,256.0
A/HONG_KONG/2652/2006,A/JOHANNESBURG/82/96,256.0
A/HONG_KONG/2652/2006,A/KENTUCKY/01/2005,256.0
A/HONG_KONG/2652/2006,A/KENTUCKY/02/2006,8.0
A/HONG_KONG/2652/2006,A/NEW_CALEDONIA/9/2004,5.65685424949
A/HONG_KONG/2652/2006,A/NEW_CALEDONIA/20/1999,8.0
A/HONG_KONG/2652/2006,A/PHILIPPINES/673/2006,2.82842712475
A/HONG_KONG/2652/2006,A/SHENZHEN/227/95,256.0
A/HONG_KONG/2652/2006,A/SICHUAN/4/88,256.0
A/HONG_KONG/2652/2006,A/SINGAPORE/6/86,256.0
A/HONG_KONG/2652/2006,A/SINGAPORE/14/2004,5.65685424949
A/HONG_KONG/2652/2006,A/SOUTH_DAKOTA/06/2007,2.0
A/HONG_KONG/2652/2006,A/TAIWAN/1/86,256.0
A/HONG_KONG/2652/2006,A/TEXAS/36/91,256.0
A/HONG_KONG/2652/2006,A/VICTORIA/500/2006,11.313708499
A/HONG_KONG/2652/2006,A/VIRGINIA/01/2006,8.0
A/HONG_KONG/2652/2006,A/CHILE/4795/2000,256.0
A/HONG_KONG/2652/2006,A/FUJIAN/156/2000,256.0
A/HONG_KONG/2652/2006,A/MALAYSIA/100/2006,8.0
A/HONG_KONG/2652/2006,A/MOSCOW/13/98,256.0
A/HONG_KONG/2652/2006,A/NEIMENGGU/52/2002,256.0
A/JIANGXI/160/2005,A/JOHANNESBURG/82/96,256.0
A/JIANGXI/160/2005,A/KENTUCKY/01/2005,16.0
A/JIANGXI/160/2005,A/KENTUCKY/02/2006,256.0
A/JIANGXI/160/2005,A/NEW_CALEDONIA/9/2004,256.0
A/JIANGXI/160/2005,A/NEW_CALEDONIA/20/1999,8.0
A/JIANGXI/160/2005,A/PHILIPPINES/673/2006,256.0
A/JIANGXI/160/2005,A/SHENZHEN/227/95,256.0
A/JIANGXI/160/2005,A/SICHUAN/4/88,256.0
A/JIANGXI/160/2005,A/SINGAPORE/6/86,256.0
A/JIANGXI/160/2005,A/SINGAPORE/14/2004,256.0
A/JIANGXI/160/2005,A/SOLOMON_ISLANDS/03/2006,256.0
A/JIANGXI/160/2005,A/SOUTH_DAKOTA/06/2007,256.0
A/JIANGXI/160/2005,A/TAIWAN/1/86,256.0
A/JIANGXI/160/2005,A/TEXAS/36/91,256.0
A/JIANGXI/160/2005,A/VICTORIA/500/2006,256.0
A/JIANGXI/160/2005,A/VIRGINIA/01/2006,256.0
A/JIANGXI/160/2005,A/CHILE/4795/2000,256.0
A/JIANGXI/160/2005,A/FUJIAN/156/2000,256.0
A/JIANGXI/160/2005,A/HONG_KONG/1870/2008,256.0
A/JIANGXI/160/2005,A/MALAYSIA/100/2006,256.0
A/JIANGXI/160/2005,A/MOSCOW/13/98,256.0
A/JIANGXI/160/2005,A/NEIMENGGU/52/2002,8.0
A/JOHANNESBURG/82/96,A/KENTUCKY/01/2005,256.0
A/JOHANNESBURG/82/96,A/KENTUCKY/02/2006,256.0
A/JOHANNESBURG/82/96,A/NEW_CALEDONIA/9/2004,256.0
A/JOHANNESBURG/82/96,A/PHILIPPINES/673/2006,256.0
A/JOHANNESBURG/82/96,A/SHENZHEN/227/95,256.0
A/JOHANNESBURG/82/96,A/SICHUAN/4/88,256.0
A/JOHANNESBURG/82/96,A/SINGAPORE/6/86,256.0
A/JOHANNESBURG/82/96,A/SINGAPORE/14/2004,256.0
A/JOHANNESBURG/82/96,A/SOLOMON_ISLANDS/03/2006,256.0
A/JOHANNESBURG/82/96,A/SOUTH_DAKOTA/06/2007,256.0
A/JOHANNESBURG/82/96,A/TAIWAN/1/86,256.0
A/JOHANNESBURG/82/96,A/TEXAS/36/91,2.82842712475
A/JOHANNESBURG/82/96,A/VICTORIA/500/2006,256.0
A/JOHANNESBURG/82/96,A/VIRGINIA/01/2006,256.0
A/JOHANNESBURG/82/96,A/HONG_KONG/1870/2008,256.0
A/JOHANNESBURG/82/96,A/MALAYSIA/100/2006,256.0
A/JOHANNESBURG/82/96,A/NEIMENGGU/52/2002,64.0
A/KENTUCKY/01/2005,A/KENTUCKY/02/2006,256.0
A/KENTUCKY/01/2005,A/NEW_CALEDONIA/9/2004,256.0
A/KENTUCKY/01/2005,A/NEW_CALEDONIA/20/1999,2.82842712475
A/KENTUCKY/01/2005,A/PHILIPPINES/673/2006,256.0
A/KENTUCKY/01/2005,A/SHENZHEN/227/95,256.0
A/KENTUCKY/01/2005,A/SICHUAN/4/88,256.0
A/KENTUCKY/01/2005,A/SINGAPORE/6/86,256.0
A/KENTUCKY/01/2005,A/SINGAPORE/14/2004,256.0
A/KENTUCKY/01/2005,A/SOLOMON_ISLANDS/03/2006,256.0
A/KENTUCKY/01/2005,A/SOUTH_DAKOTA/06/2007,256.0
A/KENTUCKY/01/2005,A/TAIWAN/1/86,256.0
A/KENTUCKY/01/2005,A/TEXAS/36/91,256.0
A/KENTUCKY/01/2005,A/VICTORIA/500/2006,256.0
A/KENTUCKY/01/2005,A/VIRGINIA/01/2006,256.0
A/KENTUCKY/01/2005,A/CHILE/4795/2000,256.0
A/KENTUCKY/01/2005,A/FUJIAN/156/2000,32.0
A/KENTUCKY/01/2005,A/HONG_KONG/1870/2008,256.0
A/KENTUCKY/01/2005,A/MALAYSIA/100/2006,256.0
A/KENTUCKY/01/2005,A/MOSCOW/13/98,256.0
A/KENTUCKY/01/2005,A/NEIMENGGU/52/2002,1.41421356237
A/KENTUCKY/02/2006,A/NEW_CALEDONIA/9/2004,256.0
A/KENTUCKY/02/2006,A/NEW_CALEDONIA/20/1999,1.0
A/KENTUCKY/02/2006,A/PHILIPPINES/673/2006,256.0
A/KENTUCKY/02/2006,A/SHENZHEN/227/95,256.0
A/KENTUCKY/02/2006,A/SICHUAN/4/88,256.0
A/KENTUCKY/02/2006,A/SINGAPORE/6/86,256.0
A/KENTUCKY/02/2006,A/SINGAPORE/14/2004,256.0
A/KENTUCKY/02/2006,A/SOUTH_DAKOTA/06/2007,256.0
A/KENTUCKY/02/2006,A/TAIWAN/1/86,256.0
A/KENTUCKY/02/2006,A/TEXAS/36/91,256.0
A/KENTUCKY/02/2006,A/VICTORIA/500/2006,256.0
A/KENTUCKY/02/2006,A/CHILE/4795/2000,256.0
A/KENTUCKY/02/2006,A/FUJIAN/156/2000,256.0
A/KENTUCKY/02/2006,A/HONG_KONG/1870/2008,256.0
A/KENTUCKY/02/2006,A/MALAYSIA/100/2006,256.0
A/KENTUCKY/02/2006,A/MOSCOW/13/98,256.0
A/KENTUCKY/02/2006,A/NEIMENGGU/52/2002,256.0
A/NEW_CALEDONIA/9/2004,A/NEW_CALEDONIA/20/1999,2.0
A/NEW_CALEDONIA/9/2004,A/PHILIPPINES/673/2006,2.0
A/NEW_CALEDONIA/9/2004,A/SHENZHEN/227/95,256.0
A/NEW_CALEDONIA/9/2004,A/SICHUAN/4/88,256.0
A/NEW_CALEDONIA/9/2004,A/SINGAPORE/6/86,256.0
A/NEW_CALEDONIA/9/2004,A/SINGAPORE/14/2004,1.0
A/NEW_CALEDONIA/9/2004,A/SOLOMON_ISLANDS/03/2006,2.82842712475
A/NEW_CALEDONIA/9/2004,A/SOUTH_DAKOTA/06/2007,256.0
A/NEW_CALEDONIA/9/2004,A/TAIWAN/1/86,256.0
A/NEW_CALEDONIA/9/2004,A/TEXAS/36/91,256.0
A/NEW_CALEDONIA/9/2004,A/VICTORIA/500/2006,1.41421356237
A/NEW_CALEDONIA/9/2004,A/VIRGINIA/01/2006,256.0
A/NEW_CALEDONIA/9/2004,A/CHILE/4795/2000,256.0
A/NEW_CALEDONIA/9/2004,A/FUJIAN/156/2000,256.0
A/NEW_CALEDONIA/9/2004,A/HONG_KONG/1870/2008,256.0
A/NEW_CALEDONIA/9/2004,A/MALAYSIA/100/2006,1.0
A/NEW_CALEDONIA/9/2004,A/MOSCOW/13/98,256.0
A/NEW_CALEDONIA/9/2004,A/NEIMENGGU/52/2002,256.0
A/NEW_CALEDONIA/20/1999,A/PHILIPPINES/673/2006,5.65685424949
A/NEW_CALEDONIA/20/1999,A/SHENZHEN/227/95,256.0
A/NEW_CALEDONIA/20/1999,A/SICHUAN/4/88,256.0
A/NEW_CALEDONIA/20/1999,A/SINGAPORE/6/86,45.2548339959
A/NEW_CALEDONIA/20/1999,A/SINGAPORE/14/2004,2.0
A/NEW_CALEDONIA/20/1999,A/TAIWAN/1/86,32.0
A/NEW_CALEDONIA/20/1999,A/TEXAS/36/91,32.0
A/NEW_CALEDONIA/20/1999,A/VICTORIA/500/2006,2.0
A/NEW_CALEDONIA/20/1999,A/MALAYSIA/100/2006,1.41421356237
A/PHILIPPINES/673/2006,A/SHENZHEN/227/95,256.0
A/PHILIPPINES/673/2006,A/SICHUAN/4/88,256.0
A/PHILIPPINES/673/2006,A/SINGAPORE/6/86,256.0
A/PHILIPPINES/673/2006,A/SINGAPORE/14/2004,2.0
A/PHILIPPINES/673/2006,A/SOLOMON_ISLANDS/03/2006,1.41421356237
A/PHILIPPINES/673/2006,A/SOUTH_DAKOTA/06/2007,256.0
A/PHILIPPINES/673/2006,A/TAIWAN/1/86,256.0
A/PHILIPPINES/673/2006,A/TEXAS/36/91,256.0
A/PHILIPPINES/673/2006,A/VICTORIA/500/2006,5.65685424949
A/PHILIPPINES/673/2006,A/VIRGINIA/01/2006,256.0
A/PHILIPPINES/673/2006,A/CHILE/4795/2000,256.0
A/PHILIPPINES/673/2006,A/FUJIAN/156/2000,256.0
A/PHILIPPINES/673/2006,A/HONG_KONG/1870/2008,256.0
A/PHILIPPINES/673/2006,A/MALAYSIA/100/2006,4.0
A/PHILIPPINES/673/2006,A/MOSCOW/13/98,256.0
A/PHILIPPINES/673/2006,A/NEIMENGGU/52/2002,256.0
A/SHENZHEN/227/95,A/SICHUAN/4/88,256.0
A/SHENZHEN/227/95,A/SINGAPORE/6/86,256.0
A/SHENZHEN/227/95,A/SINGAPORE/14/2004,256.0
A/SHENZHEN/227/95,A/SOLOMON_ISLANDS/03/2006,256.0
A/SHENZHEN/227/95,A/SOUTH_DAKOTA/06/2007,256.0
A/SHENZHEN/227/95,A/TAIWAN/1/86,256.0
A/SHENZHEN/227/95,A/TEXAS/36/91,256.0
A/SHENZHEN/227/95,A/VICTORIA/500/2006,256.0
A/SHENZHEN/227/95,A/VIRGINIA/01/2006,256.0
A/SHENZHEN/227/95,A/CHILE/4795/2000,256.0
A/SHENZHEN/227/95,A/FUJIAN/156/2000,256.0
A/SHENZHEN/227/95,A/HONG_KONG/1870/2008,256.0
A/SHENZHEN/227/95,A/MALAYSIA/100/2006,256.0
A/SHENZHEN/227/95,A/MOSCOW/13/98,256.0
A/SHENZHEN/227/95,A/NEIMENGGU/52/2002,256.0
A/SICHUAN/4/88,A/SINGAPORE/6/86,2.82842712475
A/SICHUAN/4/88,A/SINGAPORE/14/2004,256.0
A/SICHUAN/4/88,A/SOLOMON_ISLANDS/03/2006,256.0
A/SICHUAN/4/88,A/SOUTH_DAKOTA/06/2007,256.0
A/SICHUAN/4/88,A/TAIWAN/1/86,2.0
A/SICHUAN/4/88,A/TEXAS/36/91,256.0
A/SICHUAN/4/88,A/VICTORIA/500/2006,256.0
A/SICHUAN/4/88,A/VIRGINIA/01/2006,256.0
A/SICHUAN/4/88,A/CHILE/4795/2000,256.0
A/SICHUAN/4/88,A/FUJIAN/156/2000,256.0
A/SICHUAN/4/88,A/HONG_KONG/1870/2008,256.0
A/SICHUAN/4/88,A/MALAYSIA/100/2006,256.0
A/SICHUAN/4/88,A/MOSCOW/13/98,256.0
A/SICHUAN/4/88,A/NEIMENGGU/52/2002,256.0
A/SINGAPORE/6/86,A/SINGAPORE/14/2004,256.0
A/SINGAPORE/6/86,A/SOLOMON_ISLANDS/03/2006,256.0
A/SINGAPORE/6/86,A/SOUTH_DAKOTA/06/2007,256.0
A/SINGAPORE/6/86,A/VICTORIA/500/2006,256.0
A/SINGAPORE/6/86,A/VIRGINIA/01/2006,256.0
A/SINGAPORE/6/86,A/CHILE/4795/2000,256.0
A/SINGAPORE/6/86,A/FUJIAN/156/2000,256.0
A/SINGAPORE/6/86,A/HONG_KONG/1870/2008,256.0
A/SINGAPORE/6/86,A/MALAYSIA/100/2006,256.0
A/SINGAPORE/6/86,A/MOSCOW/13/98,256.0
A/SINGAPORE/6/86,A/NEIMENGGU/52/2002,256.0
A/SINGAPORE/14/2004,A/SOLOMON_ISLANDS/03/2006,2.0
A/SINGAPORE/14/2004,A/SOUTH_DAKOTA/06/2007,256.0
A/SINGAPORE/14/2004,A/TAIWAN/1/86,256.0
A/SINGAPORE/14/2004,A/TEXAS/36/91,256.0
A/SINGAPORE/14/2004,A/VICTORIA/500/2006,1.41421356237
A/SINGAPORE/14/2004,A/VIRGINIA/01/2006,256.0
A/SINGAPORE/14/2004,A/CHILE/4795/2000,256.0
A/SINGAPORE/14/2004,A/FUJIAN/156/2000,256.0
A/SINGAPORE/14/2004,A/HONG_KONG/1870/2008,256.0
A/SINGAPORE/14/2004,A/MALAYSIA/100/2006,1.0
A/SINGAPORE/14/2004,A/MOSCOW/13/98,256.0
A/SINGAPORE/14/2004,A/NEIMENGGU/52/2002,256.0
A/SOLOMON_ISLANDS/03/2006,A/TAIWAN/1/86,256.0
A/SOLOMON_ISLANDS/03/2006,A/TEXAS/36/91,256.0
A/SOLOMON_ISLANDS/03/2006,A/VICTORIA/500/2006,2.82842712475
A/SOLOMON_ISLANDS/03/2006,A/VIRGINIA/01/2006,2.0
A/SOLOMON_ISLANDS/03/2006,A/CHILE/4795/2000,256.0
A/SOLOMON_ISLANDS/03/2006,A/FUJIAN/156/2000,256.0
A/SOLOMON_ISLANDS/03/2006,A/MALAYSIA/100/2006,2.0
A/SOLOMON_ISLANDS/03/2006,A/MOSCOW/13/98,256.0
A/SOLOMON_ISLANDS/03/2006,A/NEIMENGGU/52/2002,256.0
A/SOUTH_DAKOTA/06/2007,A/TAIWAN/1/86,256.0
A/SOUTH_DAKOTA/06/2007,A/TEXAS/36/91,256.0
A/SOUTH_DAKOTA/06/2007,A/VICTORIA/500/2006,256.0
A/SOUTH_DAKOTA/06/2007,A/VIRGINIA/01/2006,256.0
A/SOUTH_DAKOTA/06/2007,A/CHILE/4795/2000,256.0
A/SOUTH_DAKOTA/06/2007,A/FUJIAN/156/2000,256.0
A/SOUTH_DAKOTA/06/2007,A/MALAYSIA/100/2006,256.0
A/SOUTH_DAKOTA/06/2007,A/MOSCOW/13/98,256.0
A/SOUTH_DAKOTA/06/2007,A/NEIMENGGU/52/2002,256.0
A/TAIWAN/1/86,A/VICTORIA/500/2006,256.0
A/TAIWAN/1/86,A/VIRGINIA/01/2006,256.0
A/TAIWAN/1/86,A/CHILE/4795/2000,256.0
A/TAIWAN/1/86,A/FUJIAN/156/2000,256.0
A/TAIWAN/1/86,A/HONG_KONG/1870/2008,256.0
A/TAIWAN/1/86,A/MALAYSIA/100/2006,256.0
A/TAIWAN/1/86,A/MOSCOW/13/98,256.0
A/TAIWAN/1/86,A/NEIMENGGU/52/2002,256.0
A/TEXAS/36/91,A/VICTORIA/500/2006,256.0
A/TEXAS/36/91,A/VIRGINIA/01/2006,256.0
A/TEXAS/36/91,A/CHILE/4795/2000,256.0
A/TEXAS/36/91,A/FUJIAN/156/2000,256.0
A/TEXAS/36/91,A/HONG_KONG/1870/2008,256.0
A/TEXAS/36/91,A/MALAYSIA/100/2006,256.0
A/TEXAS/36/91,A/MOSCOW/13/98,256.0
A/TEXAS/36/91,A/NEIMENGGU/52/2002,256.0
A/VICTORIA/500/2006,A/VIRGINIA/01/2006,256.0
A/VICTORIA/500/2006,A/CHILE/4795/2000,256.0
A/VICTORIA/500/2006,A/FUJIAN/156/2000,256.0
A/VICTORIA/500/2006,A/HONG_KONG/1870/2008,256.0
A/VICTORIA/500/2006,A/MALAYSIA/100/2006,1.0
A/VICTORIA/500/2006,A/MOSCOW/13/98,256.0
A/VICTORIA/500/2006,A/NEIMENGGU/52/2002,256.0
A/VIRGINIA/01/2006,A/CHILE/4795/2000,256.0
A/VIRGINIA/01/2006,A/FUJIAN/156/2000,256.0
A/VIRGINIA/01/2006,A/HONG_KONG/1870/2008,256.0
A/VIRGINIA/01/2006,A/MALAYSIA/100/2006,256.0
A/VIRGINIA/01/2006,A/MOSCOW/13/98,256.0
A/VIRGINIA/01/2006,A/NEIMENGGU/52/2002,256.0
A/CHILE/4795/2000,A/FUJIAN/156/2000,64.0
A/CHILE/4795/2000,A/HONG_KONG/1870/2008,256.0
A/CHILE/4795/2000,A/MALAYSIA/100/2006,256.0
A/CHILE/4795/2000,A/MOSCOW/13/98,256.0
A/CHILE/4795/2000,A/NEIMENGGU/52/2002,256.0
A/FUJIAN/156/2000,A/HONG_KONG/1870/2008,256.0
A/FUJIAN/156/2000,A/MALAYSIA/100/2006,256.0
A/FUJIAN/156/2000,A/MOSCOW/13/98,256.0
A/HONG_KONG/1870/2008,A/MALAYSIA/100/2006,256.0
A/HONG_KONG/1870/2008,A/MOSCOW/13/98,256.0
A/HONG_KONG/1870/2008,A/NEIMENGGU/52/2002,256.0
A/MALAYSIA/100/2006,A/MOSCOW/13/98,256.0
A/MALAYSIA/100/2006,A/NEIMENGGU/52/2002,256.0
A/MOSCOW/13/98,A/NEIMENGGU/52/2002,256.0
A/TEXAS/29/82,A/CHILE/1/83,5.65685424949
A/EGYPT/96/2002,A/EGYPT/39/2005,1.41421356237
A/NETHERLANDS/128/2004,A/HONG_KONG/2637/2004,2.0
A/NETHERLANDS/128/2004,A/EGYPT/39/2005,1.41421356237
A/THESSALONIKI/24/2005,A/HONG_KONG/2637/2004,2.0
A/HONG_KONG/2637/2004,A/EGYPT/39/2005,1.0
A/CALIFORNIA/07/2009,A/SWINE/BELGIUM/1/98,2.82842712475
A/OHIO/9/2015,A/BRISBANE/59/2007,128.0
A/OHIO/9/2015,A/SWINE/BELGIUM/1/98,32.0
A/BRISBANE/59/2007,A/WISCONSIN/71/2016,256.0
A/BRISBANE/59/2007,A/SWINE/HONG_KONG/201/2010,256.0
A/BRISBANE/59/2007,A/SWINE/BELGIUM/1/98,256.0
A/BRISBANE/59/2007,A/HUNAN/42443/2015,181.019335984
A/BRISBANE/59/2007,A/HUNAN/42443/2015_CNIC_1601,181.019335984
A/WISCONSIN/71/2016,A/SWINE/BELGIUM/1/98,724.077343935
A/SWINE/HONG_KONG/201/2010,A/SWINE/BELGIUM/1/98,4.0
A/SWINE/BELGIUM/1/98,A/HUNAN/42443/2015,4.0
A/SWINE/BELGIUM/1/98,A/HUNAN/42443/2015_CNIC_1601,2.82842712475
A/CALIFORNIA/07/2009,A/BAYERN/69/2009,2.0
A/CALIFORNIA/07/2009,A/LVIV/N6/2009,2.82842712475
A/CALIFORNIA/07/2009,A/CHRISTCHURCH/16/2010,4.0
A/CALIFORNIA/07/2009,A/ASTRAKHAN/1/2011,2.82842712475
A/CALIFORNIA/07/2009,A/ST._PETERSBURG/27/2011,2.0
A/CALIFORNIA/07/2009,A/ST._PETERSBURG/100/2011,4.0
A/CALIFORNIA/07/2009,A/HONG_KONG/5659/2012,4.0
A/CALIFORNIA/07/2009,A/SOUTH_AFRICA/3626/2013,2.0
A/BAYERN/69/2009,A/LVIV/N6/2009,1.41421356237
A/BAYERN/69/2009,A/CHRISTCHURCH/16/2010,4.0
A/BAYERN/69/2009,A/ASTRAKHAN/1/2011,4.0
A/BAYERN/69/2009,A/ST._PETERSBURG/27/2011,4.0
A/BAYERN/69/2009,A/ST._PETERSBURG/100/2011,5.65685424949
A/BAYERN/69/2009,A/HONG_KONG/5659/2012,5.65685424949
A/BAYERN/69/2009,A/SOUTH_AFRICA/3626/2013,2.82842712475
A/LVIV/N6/2009,A/CHRISTCHURCH/16/2010,4.0
A/LVIV/N6/2009,A/ASTRAKHAN/1/2011,5.65685424949
A/LVIV/N6/2009,A/ST._PETERSBURG/27/2011,2.82842712475
A/LVIV/N6/2009,A/ST._PETERSBURG/100/2011,5.65685424949
A/LVIV/N6/2009,A/HONG_KONG/5659/2012,5.65685424949
A/LVIV/N6/2009,A/SOUTH_AFRICA/3626/2013,4.0
A/CHRISTCHURCH/16/2010,A/ASTRAKHAN/1/2011,2.0
A/CHRISTCHURCH/16/2010,A/ST._PETERSBURG/27/2011,2.82842712475
A/CHRISTCHURCH/16/2010,A/ST._PETERSBURG/100/2011,2.0
A/CHRISTCHURCH/16/2010,A/HONG_KONG/5659/2012,2.82842712475
A/CHRISTCHURCH/16/2010,A/SOUTH_AFRICA/3626/2013,2.82842712475
A/ASTRAKHAN/1/2011,A/ST._PETERSBURG/27/2011,1.0
A/ASTRAKHAN/1/2011,A/ST._PETERSBURG/100/2011,1.41421356237
A/ASTRAKHAN/1/2011,A/HONG_KONG/5659/2012,1.41421356237
A/ASTRAKHAN/1/2011,A/SOUTH_AFRICA/3626/2013,1.41421356237
A/ST._PETERSBURG/27/2011,A/ST._PETERSBURG/100/2011,1.0
A/ST._PETERSBURG/27/2011,A/HONG_KONG/5659/2012,1.41421356237
A/ST._PETERSBURG/27/2011,A/SOUTH_AFRICA/3626/2013,1.41421356237
A/ST._PETERSBURG/100/2011,A/HONG_KONG/5659/2012,1.0
A/ST._PETERSBURG/100/2011,A/SOUTH_AFRICA/3626/2013,1.41421356237
A/MICHIGAN/45/2015,A/CALIFORNIA/07/2009,1.0
A/MICHIGAN/45/2015,A/BAYERN/69/2009,4.0
A/MICHIGAN/45/2015,A/LVIV/N6/2009,4.0
A/MICHIGAN/45/2015,A/ASTRAKHAN/1/2011,1.0
A/MICHIGAN/45/2015,A/ST._PETERSBURG/27/2011,1.0
A/MICHIGAN/45/2015,A/ST._PETERSBURG/100/2011,0.707106781187
A/CALIFORNIA/07/2009,A/SLOVENIA/2903/2015,1.0
A/CALIFORNIA/07/2009,A/ISRAEL/Q-504/2015,1.41421356237
A/BAYERN/69/2009,A/SLOVENIA/2903/2015,5.65685424949
A/BAYERN/69/2009,A/ISRAEL/Q-504/2015,5.65685424949
A/LVIV/N6/2009,A/SLOVENIA/2903/2015,5.65685424949
A/LVIV/N6/2009,A/ISRAEL/Q-504/2015,5.65685424949
A/ASTRAKHAN/1/2011,A/SLOVENIA/2903/2015,1.0
A/ASTRAKHAN/1/2011,A/ISRAEL/Q-504/2015,1.41421356237
A/ST._PETERSBURG/27/2011,A/SLOVENIA/2903/2015,1.0
A/ST._PETERSBURG/27/2011,A/ISRAEL/Q-504/2015,1.41421356237
A/ST._PETERSBURG/100/2011,A/SLOVENIA/2903/2015,1.0
A/ST._PETERSBURG/100/2011,A/ISRAEL/Q-504/2015,1.0
A/CALIFORNIA/07/2009,A/HONG_KONG/3934/2011,4.0
A/BAYERN/69/2009,A/HONG_KONG/3934/2011,5.65685424949
A/LVIV/N6/2009,A/HONG_KONG/3934/2011,8.0
A/CHRISTCHURCH/16/2010,A/HONG_KONG/3934/2011,2.82842712475
A/HONG_KONG/3934/2011,A/ASTRAKHAN/1/2011,1.41421356237
A/HONG_KONG/3934/2011,A/ST._PETERSBURG/27/2011,1.0
A/HONG_KONG/3934/2011,A/ST._PETERSBURG/100/2011,1.41421356237
A/HONG_KONG/3934/2011,A/HONG_KONG/5659/2012,1.0
A/HONG_KONG/3934/2011,A/SOUTH_AFRICA/3626/2013,1.41421356237
A/CALIFORNIA/04/2009,A/CALIFORNIA/07/2009,1.0
A/CALIFORNIA/04/2009,A/ENGLAND/195/2009,1.0
A/CALIFORNIA/04/2009,A/AUCKLAND/3/2009,1.0
A/CALIFORNIA/04/2009,A/BAYERN/69/2009,4.0
A/CALIFORNIA/04/2009,A/LVIV/N6/2009,2.0
A/CALIFORNIA/07/2009,A/ENGLAND/195/2009,1.0
A/CALIFORNIA/07/2009,A/AUCKLAND/3/2009,1.0
A/ENGLAND/195/2009,A/AUCKLAND/3/2009,0.707106781187
A/ENGLAND/195/2009,A/BAYERN/69/2009,2.82842712475
A/ENGLAND/195/2009,A/LVIV/N6/2009,2.82842712475
A/AUCKLAND/3/2009,A/BAYERN/69/2009,2.0
A/AUCKLAND/3/2009,A/LVIV/N6/2009,2.0
A/CALIFORNIA/04/2009,A/HONG_KONG/2212/2010,1.0
A/CALIFORNIA/04/2009,A/HONG_KONG/2200/2010,2.0
A/CALIFORNIA/07/2009,A/HONG_KONG/2212/2010,1.0
A/CALIFORNIA/07/2009,A/HONG_KONG/2200/2010,1.0
A/ENGLAND/195/2009,A/HONG_KONG/2212/2010,1.41421356237
A/ENGLAND/195/2009,A/HONG_KONG/2200/2010,1.41421356237
A/AUCKLAND/3/2009,A/HONG_KONG/2212/2010,1.0
A/AUCKLAND/3/2009,A/HONG_KONG/2200/2010,1.41421356237
A/BAYERN/69/2009,A/HONG_KONG/2212/2010,2.82842712475
A/BAYERN/69/2009,A/HONG_KONG/2200/2010,2.82842712475
A/LVIV/N6/2009,A/HONG_KONG/2212/2010,4.0
A/LVIV/N6/2009,A/HONG_KONG/2200/2010,2.82842712475
A/HONG_KONG/2212/2010,A/HONG_KONG/2200/2010,1.41421356237
A/ENGLAND/195/2009,A/CHRISTCHURCH/16/2010,2.0
A/AUCKLAND/3/2009,A/CHRISTCHURCH/16/2010,1.41421356237
A/HONG_KONG/2212/2010,A/CHRISTCHURCH/16/2010,1.41421356237
A/CHRISTCHURCH/16/2010,A/SLOVENIA/2903/2015,1.41421356237
